review_id,business_id,stars,text
QEWjGuTEraWgBgWr4RscwA,eLrJdEYwxzJgddnqawDQ1g,2,"Who doesn't love pasta & garlic bread. Noms. I would happily sell a sibling for a double helping of those buttery, garlic covered, carbolicious garlic knots. And the goat cheese & apple ravioli will secretly leave you wishing is was appropriate to eat 10 ravioli and not just 3. 

So...if it's such great food, why the ""Meh"" rating? 

The drink menu leaves much to be desired, but good lord, the service is not even thinly veiled as giving a damn. If fact, there may be some secret code (*wink *wink *nod *nod?) that I'm missing, because the service gets worse and worse the more I go. 

On my last trip, the waiter actually stood at the bar and watched TV during our entire visit. We could clearly see him from our table doing so. We flagged him down to order garlic knots and wine. He never came back to fill our water or wine glasses. Then, we had to flag him down to place our order. Afterwards, after sitting neglected for a ridiculous amount of time, we just went to the hostess desk to try and pay our bill. 

I really want to love this place, but it's not worth the time (or the effort) to eat here. So, who wants to make me garlic knots now?"
R8w6zNp8fWJOy09FYIqG9g,eLrJdEYwxzJgddnqawDQ1g,1,"Worst.pizza.ever. Think: soggy bread. 

Maybe their other dishes are better. I wanted to like this place so I hope I am right."
aWh9qrSxlVy0mm2TfStv6w,kVI7NL59MPnYTx3Lg6PMTw,5,"My girlfriend brought me here to celebrate my new job, and we just used yelp to find it. Couldn't have been happier. Everything was on point. We got the special tomato risotto and the sliced lamb loin for main course.. So awesome! All of our other dishes were perfect as well. Also we sat out on the patio at the perfect time to watch the sun set. 10/10 will return!"
P2K3vngCH_qgMr__lxag0Q,kVI7NL59MPnYTx3Lg6PMTw,4,"I would definitely recommend eating there, I think its the perfect spot for drinks and appetizers or for a nice dinner.  We got a nice table outside, it was a bummer it was so windy so it got a little chilly, but they brought over a space heater.  The food was phenomenal and the portions were so much more than I would have expected!  We all ordered different things off the restaurant week menu and everyone loved it.  I had the burrata and proscuitto salad for a starter (so good!), the baked mezzi rigatoni (and yes the meatballs literally melt in your mouth!), and the gelato and strawberries for dessert.  We also all did the wine pairing, both the red and white were delicious then they brought out the champagne toast and the lemmoncello for the whole table!  It was my friends birthday so they added a candle with her dessert."
tsnR2_jz6vyr-OrztWE53g,kVI7NL59MPnYTx3Lg6PMTw,3,"Went for the fire put experience. The food was very good but the service left something to be desired. Had to ask for menus, silverware, drinks, etc. 

The waiter made no effort to accommodate us with a small child ( I/e no one with a toddler should be expected to sit through a 3 hour dinner). We had to bring up food items we saw online, the waiter wasn't even going to offer them to us. It's very understandable to see why a restaurant of this caliber is offering so many deals on groupon,gilt, travelzoo. 

Again we enjoyed the food very much but probably won't go back based on service."
Ug9SYjE94FqTvGZmh21DfQ,eLrJdEYwxzJgddnqawDQ1g,2,"Service was good.
Food was definitely lacking. 
Garlic knots were served without a dipping / red sauce.
Pasta tasted like they went across the street to publix and bought a box of store brand and the sauce was extremely watery and bland .
I won't be back."
wrxRl6_3Swa8192wkSBadw,eLrJdEYwxzJgddnqawDQ1g,3,"I liked my meal here, fresh and tasty but nothing out of this world. The Angel hair with Bolognese sauce was good but a tad salty.  I enjoyed my meal but the service was a little off- the waiter was distracted and rushing about.   All in all,, I would recommend it for some nice Italian at decent prices but I've had better."
ZPvXMrjZee7R0TawCX3d9g,eLrJdEYwxzJgddnqawDQ1g,4,"Another hole in the wall type place! We found it on Creative Loafing (I think). Yummy Italian food, tucked away setting, always busy with people who look like they are enjoying their food and each other's company (groups of friends AND couples). I've never been here on a date but this is a smart date restaurant! Our waitress the first time was awesome. Authentically Italian, funny, great personality and talked to us. My favorite thing here: chicken pesto (from the make your own pasta option)! It is sooo good. Wine selection is not too pricey so you can enjoy a glass (or bottle) of red with dinner. Easy enough for a casual night out! In the summer time you can eat at one of the outdoor tables."
XZ6JlPZz6JG3BKgCwP1FAw,_pqPht0BqDsU3Fcla_s7iw,3,"This place is located right across the church and has a very relaxed setting. 

The food is good but the staff isn't that attentive if you sit outside. 

I like the salad and add steak. Their pasta was way too salty when I had it. For my pasta fix I go to flavors of Rome."
PsV4f_mTPcmdl0cB9lvlVQ,kVI7NL59MPnYTx3Lg6PMTw,2,"I've been to Aragosta a few times over the past 3 years.  Everything was pretty tasty up until i went back for restaurant week in August 2015  (yes, took me a while to write this review)  Now I'm not sure if service and food were bad due to the nature of restaurant week, but after that experience i won't be going back. 

The restaurant week menu was a bit tricky, $38 for 3 course meal, which consisted of about 7items for that price,the rest of the items on the restaurant week menu were add-on's, meaning you had to pay extra $2-$15 for certain meal options on the same restaurant week menu.   Already not worth it. 

We got there @7pm and didn't leave until 10pm- that was for an appetizer, main course and dessert, it wasn't busy at all, the waitress didn't communicate very well with us, she would drop by pieces and random dishes as they became available, never asked if we liked the food, I had to tell her that my pasta was dry, and there wasn't enough sauce on it, it took her 20 minutes to acknowledge it and not do anything about it, by the time she offered me some more sauce i was no longer interested in the meal.  

BAD SERVICE, BAD COMMUNICATION.  3 HOURS FOR A 3 COURSE MEAL IS A JOKE.  Not to mention it took us forever to flag her down for a check.  WILL NOT BE RETURNING THERE

Restaurant is very outdated, various decor from room to room, drinks are overpriced"
3Fe2fiIlQ0aCA_7CSiPW_g,_pqPht0BqDsU3Fcla_s7iw,5,Happy to report this little Italian Cafe is still as charming and delicious as ever.  We recently just had dinner and the pasta was wonderful as well as the seafood. Always friendly service any time of day inside or out.
4_lc_o3utI9YXImUB_v5kA,kVI7NL59MPnYTx3Lg6PMTw,4,"Please keep in mind that we did not have a meal in the restaurant: we had their afternoon tea (tea, scones, finger sandwiches, etc.). Weekend outdoor reservations were VERY hard to get, so plan to book at least a month in advance if you're set on being outside. In fact, if it wasn't for how generally difficult the reservation process was, this would have been a 5-star review. The first reservation request message was not even returned, and I had to leave another a few days later.
Past that, ""Tea by the Sea"" was very relaxing and a total hit with the wife. Our server Will was an absolute professional of the highest caliber. 2.5 hrs of total relaxation."
mQUkcuZaBOfFViQxyt57xg,kVI7NL59MPnYTx3Lg6PMTw,3,"I went here with my sis, cousin and a friend, we went specifically for the lobster bake and s'mores. We had a few drinks, raw oysters and truffle fries. The drinks were ok. The truffle fries on the other hand were delicious I couldn't stop eating them... the best I've had so far. The lobster bake and s'mores were also great. The ambiance outside and the entire setup with the fire pit tables was a great experience. The only reason I'm giving this place 3 stars is because the host was a little rude at the end of our meal. You are limited to 2 hours. I guess we were relaxing and enjoying ourselves too much because he came to our table and basically told us he needed the table. Which was fine because our time was up. It just felt like he was rushing us. We didn't even get to pay for our meal at the table. He rushed us and then forgot to tell valet that my cousin was ready for her car. I think we waited like 20 mins or more just to get the car from valet."
oAgi5CHofz-bTugLNZN6YA,eLrJdEYwxzJgddnqawDQ1g,2,"Ordered off Uber eats. I live nearby but the food was cold. Garlic knots didn't come with any sauce and were hard and stale. Pizza wasn't good- hard to mess up a margarita pizza. We ordered 2'cupcakes and they never came with the order, and nobody let us know. There are a ton of good pizza places in Atlanta, this is definitely not one of them."
ZCLh3VDuefbuOCvhc6fi8A,kVI7NL59MPnYTx3Lg6PMTw,4,"We came here after exploring the North End to get some drinks and appetizers. Unfortunately the patio was closed but the host sat us by a window with an ocean view so that was nice. 

We got the salsiccia flatbread, clam chowder, D bolo, truffle fries, and lobster risotto. Everything was pretty good but I thought the D bolo and risotto were a little bit too salty. The D bolo was a gnocchi dish with veal cheek, oxtail ragu, basil and ricotta. It reminded me of a grown up version of Chef Boyardee. The risotto came in a little iron ramekin. It had more of a cheesy rice texture instead of the creamy smooth texture that's synonymous with risotto. I also did not see or taste any lobster in it so that was pretty disappointing (I also shared the dish with a couple other people so maybe that's why I didn't get any lobster). The clam chowder had a strong bacon flavor but it was pretty good. I actually really liked the flatbread. It came with sausage, broccoli rabe, fennel and ricotta. Some places tend to overcook flatbreads but it came out perfect in my opinion.

We got the tiramisu for dessert and it was amazing. It came with fresh berries and dolce de leche gelato. I'm not sure if the gelato is made in house but it was to die for. 

As for drinks, the whole menu looked pretty good. I got the white peach sangria and it was ok. It tasted like fruit juice. Not the best I've ever had. The other drinks on the menu looked pretty good though.

I really liked the ambience of this place. The hotel it's in is really nice. I'd recommend Aragosta for a nice date night."
wvCUz09fjAAyNacRPUx6Hg,kVI7NL59MPnYTx3Lg6PMTw,1,"My boyfriend and I visited Aragosta on Friday, May 20th in anticipation of some great oysters in a new restaurant. Instead, we encountered poor service, disorganization, warm oysters and a cold atmosphere.

After going up to the bar twice to request water and menus for our table, we were told by our server that they did not have oysters even though the website claims ""Every Friday is Ostrica Friday this spring!"" We asked what was being offered in place of the oyster special and the server proceeded to get angry, raise his voice and then blame it on the chef. The server finally asked the manager to come over to our table.
 
We asked the manager the same question and instead of acknowledging that there was an issue, he seemed completely distracted and unapologetic for the confusion. We were then served two rounds of six mediocre oysters. The manager never returned to see how his patrons were faring after the miscommunication. The manager never offered to make amends or account for the poor service. 

To further our disappointment, we were given another party's tab and had to invade a private party downstairs to go to the restroom.

I even attempted to email the restaurant and the manager directly to offer my feedback. No response.
 
None of the above made for a pleasant dining experience.

Aragosta needs some major work on all fronts from the management to the staff to the food.

We won't be returning."
0MDsqik32Yoirsi84qNOug,_pqPht0BqDsU3Fcla_s7iw,5,"Its easy to put fancy ingredients together and put up a novel, if indifferent product; but a simple salad with chicken breast? It takes a perfectionist to make it shine. Chef Antonio did it. Everything perfectly balanced, along with a glass of prosecco(the only prosecco on the menu, and justly so). On a sunny day,  the piano playing, among the trees of Winter Park, you can be wistful about Roma, but not miss it too much."
etouzESIYezDqzHBz2ErMA,kVI7NL59MPnYTx3Lg6PMTw,1,"We made reservations for Aragosta via OpenTable and saw that there were plenty of openings for a Friday night. We got there a few minutes early, and were taken to our table - probably the worst table in the restaurant. We had no view of the ""open kitchen"" and certainly no view of the waterfront - which was the only reason we picked this restaurant to begin with. We asked the hostess for a better table (as most of the restaurant was indeed empty) and were told that the rest of the tables were reserved by other guests. We explained that we thought that was the point of getting a reservation so that we could be one of those other lucky group of guests, but were again turned down. 

This initial attitude spoiled the rest of the dinner. The food was OK (we had the Gnocchi / Lamb and Seared Tuna) but certainly wasn't any better than another restaurant on the waterfront where we could have perhaps had an actual waterfront view.

By the way - the prime real estate tables we were denied in the beginning never filled throughout the course of our dinner and remained empty after we left."
xCATJXeoHw1QfV_F9pUJ5w,kVI7NL59MPnYTx3Lg6PMTw,3,"I came here to celebrate a friend's birthday. The Rigatoni and the Lobster Tagliatelle were excellent. Yum - Wellfleet oysters! Fantastic little patio view. Our server was very professional (though I kind of wanted to shake him a little). Must try fire pit reservation next time - I heard you need to reserve close to two weeks in advance! 

The online menu may not be the most updated menu; so prepare yourself and be ready to choose another item."
wapFwIHN5jD1qzIWSRgn9A,kVI7NL59MPnYTx3Lg6PMTw,4,"The drinks were inventive and tasty, and they were made to have outside on the patio on a sunny day! The ahi tuna flatbread made for a great lunch...loved the fresh arugula."
KqPlfSElPyxfHk8DF34xiQ,kVI7NL59MPnYTx3Lg6PMTw,3,"Just okay - not bad, not good. We had a Gilt certificate for a s'mores platter and 2 drinks outside on the patio while in town for a visit. 

While there, we ordered dinner - steak entree, burrata salad, tuna tataki - all were good, but considerably expensive. The food wasn't bad. It was decent...but we don't go back to restaurants for ""decent"" food, especially when the cheapest entree is $24.

The really annoying part was that our fire pit table kept going out every couple minutes. At first, the waiters would re-light it for us if they came by, but we got tired of waiting (and getting cold) every time so we figured the controls out and ended up having to re light it about 30+ times ourselves throughout our meal (not exaggerating). 

All said, it was a $120 bill when you include the gilt certificate...and I didn't even order a full entree. Just felt steep for the experience we had to be honest. Again, not bad, but not great especially considering the price. With no ""special"" items in the s'mores platter made in-house (it was just pre-made items that they took out of packaging) and a fire pit that didn't work, it didn't really make for an experience I would repeat.

~$120 included:
Glass of cabernet
Pint of Sam Adams
Macallan 12
Ribeye Steak Entree
Tuna Tataki small plate
Burrata salad small plate
S'mores platter (pictured) - (2) Reese's cups, Hershey bar, (5) marshmallows, (8) graham cracker squares, raspberries and blackberries

In addition...With the certificate, it instructed me to call to make a reservation. In the days leading up to our trip, I tried to call 2 days at different times throughout the day and never got through to anyone. I even left a voicemail that was never returned...I finally went on the website for the hotel it's attached to and called the number there and was patched through to someone at the restaurant."
3f_DETzPdJHs29uGOeWuNQ,kVI7NL59MPnYTx3Lg6PMTw,3,"I was disappointed. I bought a Gilt City for making your own s'mores, but when we arrived they told us we could sit outside but that most people that came that day felt it was too cold. They had heat lamps, but did not bother to have them on, which forced us to sit inside. The s'mores were yummy, but I really did not get the Gilt City experience the restaurant offered. It would have been nice if they called us to let us know of their weather situation."
CdXIny0wAL1Xaxa09M3JHQ,kVI7NL59MPnYTx3Lg6PMTw,5,"I love this spot for brunch. I also love that they are pet friendly - and allow pets on their patio in a designated area. My husband and I have been here a couple times for brunch and brought our dog Howie. The service is wonderful. They even give howie his own water bowl :) the coffee is good and comes with complimentary scones with butter, so good. If you get a cappuccino it comes with a couple cookies. They definitely know how to do the 'small touches' here, that often make all the difference. The food is awesome - good portions and amazing presentation. My husband loves the coast guard omelette that has lobster in it. They have a yummy blueberry French toast which my Dad got on Father's Day and loved. I got a burger once and it was so good. I also tried a special that came with an egg white frittata, acai smoothie, fresh fruit, and wheat grass shot. It was almost too beautiful to eat - but I did and it was great. Overall, highly recommend this place for a weekend brunch by the water!"
TXecQvGHHdxukl5l45jtzw,kVI7NL59MPnYTx3Lg6PMTw,5,"What a great experience!! We sat in the lobby area for live jazz.  The music was wonderful and atmosphere was cozy and intimate!  We had Aldo as a waiter, he was fabulous! Will request him when we return for an evening by the fire!  He suggested a great variety of cheeses for the cheese plate we ordered. Everything was perfect and food was delicious. Couldn't have asked for a better evening. Can't wait to go back!!"
e8Sa7unYrz0nFtqtPv2-OA,_pqPht0BqDsU3Fcla_s7iw,4,"4 stars for a solid Italian spot on North Park Ave.

I went to dinner at Al Bacio as part of a group the other night for Yelp Restaurant Week (yay 30% off!). We arrived at the venue, which is located in a business complex, around 6:30. While we had a reservation for 12, we had no problem getting in and having a nice table set up for us.

We took our seats and the friendly waiter brought us menus and the drink list. The food and drink here is really well-priced (I think the most expensive dish was $24). More specifically, Al Bacio sells all of it's wine either by the bottle or for just $6 a glass, so I ordered a Pinot Grigio to start. It was a solid wine, but the small amount made me wish I had ordered a bottle (which I think was something like $20).

After looking through the menu and trying a complimentary bread starter that was crunchy and tasty, I put in an order for the snapper with a salad as my side. While all our food didn't quite come out at the same time, the timing was ok. The salad was good and the snapper was fairly solid. It came with a nice sauce on top that I liked, but a few others commented was a bit salty.

Overall, Al Bacio is a nice little Italian spot with good service and solid food and drink for the price. If you are looking to grab a bite of Italian, Al Bacio is worth checking out."
NA7BLY6eYQAnckh1kL-DlQ,kVI7NL59MPnYTx3Lg6PMTw,5,"Came for a visit and sat at the bar. I had never even heard of this place before but came on a friends recommendation. I was in for quite a treat when I arrive as Tyson Beckford and Andy Buckley (from The Office) were also both sitting at the bar. Quite the star studded evening.

Aside from that the bartender Joe was fantastic, he really knows how to make a good drink. I ordered the burger and it was also really good. I saw that they had a small patio that was equipped with fire pits. Seems like it would be the perfect stop for a romantic evening."
4WfD1bGa8slNetyACS5VZw,_pqPht0BqDsU3Fcla_s7iw,5,"Genuine Italian restaurant with real life genuine Italians. Antonio and his staff make you feel at home and once in a while if you close your eyes and hear them talking you can be virtually transported to Italy for that fleeting moment.
Generous portions, great coffee and a few surprise authentic Italian dishes will make you return again and again. This is where real Winter Park locals go for their morning coffee too. Don't forget to dip your biscotti in your capuccino's."
4o5sHZY3VfU_o6NztSQnHw,kVI7NL59MPnYTx3Lg6PMTw,1,Pathetic! On a casual Sunday tried to have a brunch. Place was pretty much empty and a disappearing host informed us that there is a 30 min wait??? Are you kidding me? Considering the fact there are a Hundred good restaurants nearby these guys obviously don't care whether they get any business or not. Let's hope someone at Marriott corporate reads and makes a note of this !
tK63Vk1VwQhZNjAqlg6bgQ,eLrJdEYwxzJgddnqawDQ1g,3,"Server was very nice and friendly.  Great outdoor seating.  Garlic knots were fresh and so were the other appetizer yeast rolls.  We also got the Arugula and Proscuitto - very good.  I was looking forward the main course based on the appetizers.   However, I was really dissappointed in the Chicken Francese.  The sauce was terribly bland, no lemon, no spices.  I ate half, but for their signature dish it didn't cut it by a long shot.  My wife got he chicken Parmesan and it was pretty much standard stuff.  Nothing like ""wow, this is great.""  It's hard to find good Italian in this city, coming from upstate NY.  But bottom line is this is average Italian, maybe slightly above."
xlXN7SNHkNLVDHrJ9ueUcw,eLrJdEYwxzJgddnqawDQ1g,2,"Pasta Vino is a relatively expensive restaurant. So, it's reasonable to expect a higher standard here than at, say, a fast food place.

Positives:
1. Despite the fact that the individual with our party responsible for making reservations had not done so, they squeezed in our party of six fairly quickly.

Negatives:
1. If you, a relative, or a friend, must use a wheelchair, skip Pasta Vino. This is one of those restaurants with a twee demi-wall near the door - the sort that is nearly, if not actually, impossible to get a wheelchair around. The tables are packed in so tight that I could barely walk between them to reach the restroom. The dining area and the hall with the restrooms is separated by a decorative bead curtain that is, apparently, metal. I can't imagine how anyone in a wheelchair could possibly use the restroom.

2. Most meals are a stand alone entree with no vegetable or salad on the side. Complimentary bread is served, but who wants to fill up on carb-packed bread while waiting for a meal of carb-packed pasta? No one, that's who. Meanwhile, fricking CiCi's has a salad bar at no extra charge with their ""pizza"" buffet. For heaven's sake Pasta Vino, man cannot live by bread alone: throw some lettuce, broccoli, and grape tomatoes in a bowl and include salad with meals as a standard side dish.

3.Only alcoholic drinks are refilled. Two of our party ordered water, two soda, and two alcohol. Despite requests, only people drinking alcohol received refills/additional beverages during our meal. Both water drinkers and one soda drinker ran completely out of beverage before our meals arrived. The last time the waiter came to the table, we AGAIN asked the waiter to refill our water/soda. He nodded in the affirmative and asked ""is everything okay?"" One of the alcohol drinkers boomed ""everything is fantastic!"" Maybe the waiter thought that meant we didn't need beverages with our meal after all? We were so thirsty we could not even fairly judge the food. Was it tasty? I was too thirsty to tell."
VkQIl_iBXEYBMcvdBZ37ew,eLrJdEYwxzJgddnqawDQ1g,5,"I have been coming to Pasta Vino since I was a kid, and hands-down, this place has the  best garlic knots not only in Atlanta, but everywhere. -And I've tried them all.

It's a great restaurant for smaller families and groups, though they can accommodate larger sizes. The service is friendly; I've strucken-up conversation with my waiters many times. -Plus the food is delicious. (fresh and hot). 
You definitely won't be leaving hungary!

It's recommended to call ahead, though, dinner on Friday nights can be crowded, Lunch is more mellow."
XYBvu48ruHFQs3iBg9rjHw,kVI7NL59MPnYTx3Lg6PMTw,5,"Hosted a party for 70 people on the outdoor Terrace and it was fabulous!  Skilled, attentive service, easy party planning beforehand, tasty food (we had 3 stations - pasta, raw bar & guac and chips and heavy passed appetizers) and specialty wines and alcohols per our request!   Although it seems 'unfound' we will return for sure.... Kudos Aragosta team!  We appreciate your 'can-do' attitude. Thank you!"
Rc6wF9RX88Dpp7xzQeWAEA,kVI7NL59MPnYTx3Lg6PMTw,3,"I came here with a group of 11 friends for the Gilt city clambake.  The setting was gorgeous.  The staff was very nice.  The food was good but teeny portions.  Six of us got the clambake special.  It was supposed to be a clambake for two but i really think they took a clambake for one and added an extra piece of cornbread.  One lobster, a handful of mussels and clams, half an ear of corn, and little pieces of chorizo.  Was very tasty but, um, not even a whole ear or corn to be divided among two?  So while everything was delicious, I think a clambake for two has to include enough food for two.  Some of my friends got other food and that was tasty and well portioned.  The french fries were very good."
2C6bi3qSgZ2NmuZPytkEWQ,_pqPht0BqDsU3Fcla_s7iw,5,Quality Italian food at a great price. This is an amazing addition to Park Ave! The prices are better than the area encourages.
oFNgFZiUIX9qsWbL_izlhQ,kVI7NL59MPnYTx3Lg6PMTw,3,"The location and the patio seating is fantastic, but the food was a little disappointing. But not unexpected since it's a hotel restaurant. The starters of the crab cake bites and grilled garlic shrimp was good. The lobster cavatappi was too oily, lacked lobster and wasn't worth the $14 price tag. We had the lobster risotto which was just ok. Other places were a lot better. The sea scallops was just okay. Nothing to rave about. The steak frites were a big let down as the four pieces were huge 2 inches cuts that is atypical for this dish. And that it was not medium rare at all. Should have said something but was enjoying a night out with friends. The only saving grace was the truffle French fries. 

Definitely won't be back to eat unless it's drinks on the patio. Been here to do the smores over he fire out and afternoon tea. Separate occasions and a while back. 

Tip: if u valet your car expect a 20 min wait. It wasn't cool waiting around and looking at the cars they brought over that wasn't yours...."
Rl5h__ngF11Uwnz-bKiTqQ,eLrJdEYwxzJgddnqawDQ1g,2,"I would highly recommend the muscles in the white wine sauce. It was full of flavor, tons of garlic, herbs, tomatoes, and is a hearty appetizer. The free garlic bread was served warm but you have to pay for dipping sauce. The bread was good only with the marinara. 

Other than that, I wouldn't recommend anything else here. The wild mushroom soup was a huge mistake. I took a few spoon full scoops and sent it back. It was bitter and didn't look appetizing at all. The spaghetti with meatballs was basic and nothing special. The meatball while it was big, it was mushy and was flavorless. It was well portioned, because my friend an I split the entree. 

The server is horrible. He was short with us, and we had to ask a few time for water, cheese and oil because he kept forgetting."
