,review_id,business_id,stars,text,clean_text
10,QEWjGuTEraWgBgWr4RscwA,eLrJdEYwxzJgddnqawDQ1g,2,"who doesn't love pasta & garlic bread. noms. i would happily sell a sibling for a double helping of those buttery, garlic covered, carbolicious garlic knots. and the goat cheese & apple ravioli will secretly leave you wishing is was appropriate to eat 10 ravioli and not just 3. 

so...if it's such great food, why the ""meh"" rating? 

the drink menu leaves much to be desired, but good lord, the service is not even thinly veiled as giving a damn. if fact, there may be some secret code (*wink *wink *nod *nod?) that i'm missing, because the service gets worse and worse the more i go. 

on my last trip, the waiter actually stood at the bar and watched tv during our entire visit. we could clearly see him from our table doing so. we flagged him down to order garlic knots and wine. he never came back to fill our water or wine glasses. then, we had to flag him down to place our order. afterwards, after sitting neglected for a ridiculous amount of time, we just went to the hostess desk to try and pay our bill. 

i really want to love this place, but it's not worth the time (or the effort) to eat here. so, who wants to make me garlic knots now?",doesnt love pasta garlic bread nom would happili sell sibl doubl help butteri garlic cover carbolici garlic knot goat chees appl ravioli secretli leav wish appropri eat 10 ravioli 3 soif great food meh rate drink menu leav much desir good lord servic even thinli veil give damn fact may secret code wink wink nod nod im miss servic get wors wors go last trip waiter actual stood bar watch tv entir visit could clearli see tabl flag order garlic knot wine never came back fill water wine glass flag place order afterward sit neglect ridicul amount time went hostess desk tri pay bill realli want love place worth time effort eat want make garlic knot
11,R8w6zNp8fWJOy09FYIqG9g,eLrJdEYwxzJgddnqawDQ1g,1,"worst.pizza.ever. think: soggy bread. 

maybe their other dishes are better. i wanted to like this place so i hope i am right.",worstpizzaev think soggi bread mayb dish better want like place hope right
12,aWh9qrSxlVy0mm2TfStv6w,kVI7NL59MPnYTx3Lg6PMTw,5,"my girlfriend brought me here to celebrate my new job, and we just used yelp to find it. couldn't have been happier. everything was on point. we got the special tomato risotto and the sliced lamb loin for main course.. so awesome! all of our other dishes were perfect as well. also we sat out on the patio at the perfect time to watch the sun set. 10/10 will return!",girlfriend brought celebr new job use yelp find couldnt happier everyth point got special tomato risotto slice lamb loin main cours awesom dish perfect well also sat patio perfect time watch sun set 1010 return
13,P2K3vngCH_qgMr__lxag0Q,kVI7NL59MPnYTx3Lg6PMTw,4,"i would definitely recommend eating there, i think its the perfect spot for drinks and appetizers or for a nice dinner.  we got a nice table outside, it was a bummer it was so windy so it got a little chilly, but they brought over a space heater.  the food was phenomenal and the portions were so much more than i would have expected!  we all ordered different things off the restaurant week menu and everyone loved it.  i had the burrata and proscuitto salad for a starter (so good!), the baked mezzi rigatoni (and yes the meatballs literally melt in your mouth!), and the gelato and strawberries for dessert.  we also all did the wine pairing, both the red and white were delicious then they brought out the champagne toast and the lemmoncello for the whole table!  it was my friends birthday so they added a candle with her dessert.",would definit recommend eat think perfect spot drink appet nice dinner got nice tabl outsid bummer windi got littl chilli brought space heater food phenomen portion much would expect order differ thing restaur week menu everyon love burrata proscuitto salad starter good bake mezzi rigatoni ye meatbal liter melt mouth gelato strawberri dessert also wine pair red white delici brought champagn toast lemmoncello whole tabl friend birthday ad candl dessert
14,tsnR2_jz6vyr-OrztWE53g,kVI7NL59MPnYTx3Lg6PMTw,3,"went for the fire put experience. the food was very good but the service left something to be desired. had to ask for menus, silverware, drinks, etc. 

the waiter made no effort to accommodate us with a small child ( i/e no one with a toddler should be expected to sit through a 3 hour dinner). we had to bring up food items we saw online, the waiter wasn't even going to offer them to us. it's very understandable to see why a restaurant of this caliber is offering so many deals on groupon,gilt, travelzoo. 

again we enjoyed the food very much but probably won't go back based on service.",went fire put experi food good servic left someth desir ask menu silverwar drink etc waiter made effort accommod us small child ie one toddler expect sit 3 hour dinner bring food item saw onlin waiter wasnt even go offer us understand see restaur calib offer mani deal groupongilt travelzoo enjoy food much probabl wont go back base servic
15,Ug9SYjE94FqTvGZmh21DfQ,eLrJdEYwxzJgddnqawDQ1g,2,"service was good.
food was definitely lacking. 
garlic knots were served without a dipping / red sauce.
pasta tasted like they went across the street to publix and bought a box of store brand and the sauce was extremely watery and bland .
i won't be back.",servic good food definit lack garlic knot serv without dip red sauc pasta tast like went across street publix bought box store brand sauc extrem wateri bland wont back
16,wrxRl6_3Swa8192wkSBadw,eLrJdEYwxzJgddnqawDQ1g,3,"i liked my meal here, fresh and tasty but nothing out of this world. the angel hair with bolognese sauce was good but a tad salty.  i enjoyed my meal but the service was a little off- the waiter was distracted and rushing about.   all in all,, i would recommend it for some nice italian at decent prices but i've had better.",like meal fresh tasti noth world angel hair bolognes sauc good tad salti enjoy meal servic littl waiter distract rush would recommend nice italian decent price ive better
17,ZPvXMrjZee7R0TawCX3d9g,eLrJdEYwxzJgddnqawDQ1g,4,"another hole in the wall type place! we found it on creative loafing (i think). yummy italian food, tucked away setting, always busy with people who look like they are enjoying their food and each other's company (groups of friends and couples). i've never been here on a date but this is a smart date restaurant! our waitress the first time was awesome. authentically italian, funny, great personality and talked to us. my favorite thing here: chicken pesto (from the make your own pasta option)! it is sooo good. wine selection is not too pricey so you can enjoy a glass (or bottle) of red with dinner. easy enough for a casual night out! in the summer time you can eat at one of the outdoor tables.",anoth hole wall type place found creativ loaf think yummi italian food tuck away set alway busi peopl look like enjoy food other compani group friend coupl ive never date smart date restaur waitress first time awesom authent italian funni great person talk us favorit thing chicken pesto make pasta option sooo good wine select pricey enjoy glass bottl red dinner easi enough casual night summer time eat one outdoor tabl
18,XZ6JlPZz6JG3BKgCwP1FAw,_pqPht0BqDsU3Fcla_s7iw,3,"this place is located right across the church and has a very relaxed setting. 

the food is good but the staff isn't that attentive if you sit outside. 

i like the salad and add steak. their pasta was way too salty when i had it. for my pasta fix i go to flavors of rome.",place locat right across church relax set food good staff isnt attent sit outsid like salad add steak pasta way salti pasta fix go flavor rome
19,PsV4f_mTPcmdl0cB9lvlVQ,kVI7NL59MPnYTx3Lg6PMTw,2,"i've been to aragosta a few times over the past 3 years.  everything was pretty tasty up until i went back for restaurant week in august 2015  (yes, took me a while to write this review)  now i'm not sure if service and food were bad due to the nature of restaurant week, but after that experience i won't be going back. 

the restaurant week menu was a bit tricky, $38 for 3 course meal, which consisted of about 7items for that price,the rest of the items on the restaurant week menu were add-on's, meaning you had to pay extra $2-$15 for certain meal options on the same restaurant week menu.   already not worth it. 

we got there @7pm and didn't leave until 10pm- that was for an appetizer, main course and dessert, it wasn't busy at all, the waitress didn't communicate very well with us, she would drop by pieces and random dishes as they became available, never asked if we liked the food, i had to tell her that my pasta was dry, and there wasn't enough sauce on it, it took her 20 minutes to acknowledge it and not do anything about it, by the time she offered me some more sauce i was no longer interested in the meal.  

bad service, bad communication.  3 hours for a 3 course meal is a joke.  not to mention it took us forever to flag her down for a check.  will not be returning there

restaurant is very outdated, various decor from room to room, drinks are overpriced",ive aragosta time past 3 year everyth pretti tasti went back restaur week august 2015 ye took write review im sure servic food bad due natur restaur week experi wont go back restaur week menu bit tricki 38 3 cours meal consist 7item priceth rest item restaur week menu addon mean pay extra 215 certain meal option restaur week menu alreadi worth got 7pm didnt leav 10pm appet main cours dessert wasnt busi waitress didnt commun well us would drop piec random dish becam avail never ask like food tell pasta dri wasnt enough sauc took 20 minut acknowledg anyth time offer sauc longer interest meal bad servic bad commun 3 hour 3 cours meal joke mention took us forev flag check return restaur outdat variou decor room room drink overpr
20,3Fe2fiIlQ0aCA_7CSiPW_g,_pqPht0BqDsU3Fcla_s7iw,5,happy to report this little italian cafe is still as charming and delicious as ever.  we recently just had dinner and the pasta was wonderful as well as the seafood. always friendly service any time of day inside or out.,happi report littl italian cafe still charm delici ever recent dinner pasta wonder well seafood alway friendli servic time day insid
21,4_lc_o3utI9YXImUB_v5kA,kVI7NL59MPnYTx3Lg6PMTw,4,"please keep in mind that we did not have a meal in the restaurant: we had their afternoon tea (tea, scones, finger sandwiches, etc.). weekend outdoor reservations were very hard to get, so plan to book at least a month in advance if you're set on being outside. in fact, if it wasn't for how generally difficult the reservation process was, this would have been a 5-star review. the first reservation request message was not even returned, and i had to leave another a few days later.
past that, ""tea by the sea"" was very relaxing and a total hit with the wife. our server will was an absolute professional of the highest caliber. 2.5 hrs of total relaxation.",pleas keep mind meal restaur afternoon tea tea scone finger sandwich etc weekend outdoor reserv hard get plan book least month advanc your set outsid fact wasnt gener difficult reserv process would 5star review first reserv request messag even return leav anoth day later past tea sea relax total hit wife server absolut profession highest calib 25 hr total relax
22,mQUkcuZaBOfFViQxyt57xg,kVI7NL59MPnYTx3Lg6PMTw,3,"i went here with my sis, cousin and a friend, we went specifically for the lobster bake and s'mores. we had a few drinks, raw oysters and truffle fries. the drinks were ok. the truffle fries on the other hand were delicious i couldn't stop eating them... the best i've had so far. the lobster bake and s'mores were also great. the ambiance outside and the entire setup with the fire pit tables was a great experience. the only reason i'm giving this place 3 stars is because the host was a little rude at the end of our meal. you are limited to 2 hours. i guess we were relaxing and enjoying ourselves too much because he came to our table and basically told us he needed the table. which was fine because our time was up. it just felt like he was rushing us. we didn't even get to pay for our meal at the table. he rushed us and then forgot to tell valet that my cousin was ready for her car. i think we waited like 20 mins or more just to get the car from valet.",went si cousin friend went specif lobster bake smore drink raw oyster truffl fri drink ok truffl fri hand delici couldnt stop eat best ive far lobster bake smore also great ambianc outsid entir setup fire pit tabl great experi reason im give place 3 star host littl rude end meal limit 2 hour guess relax enjoy much came tabl basic told us need tabl fine time felt like rush us didnt even get pay meal tabl rush us forgot tell valet cousin readi car think wait like 20 min get car valet
23,oAgi5CHofz-bTugLNZN6YA,eLrJdEYwxzJgddnqawDQ1g,2,"ordered off uber eats. i live nearby but the food was cold. garlic knots didn't come with any sauce and were hard and stale. pizza wasn't good- hard to mess up a margarita pizza. we ordered 2'cupcakes and they never came with the order, and nobody let us know. there are a ton of good pizza places in atlanta, this is definitely not one of them.",order uber eat live nearbi food cold garlic knot didnt come sauc hard stale pizza wasnt good hard mess margarita pizza order 2cupcak never came order nobodi let us know ton good pizza place atlanta definit one
24,ZCLh3VDuefbuOCvhc6fi8A,kVI7NL59MPnYTx3Lg6PMTw,4,"we came here after exploring the north end to get some drinks and appetizers. unfortunately the patio was closed but the host sat us by a window with an ocean view so that was nice. 

we got the salsiccia flatbread, clam chowder, d bolo, truffle fries, and lobster risotto. everything was pretty good but i thought the d bolo and risotto were a little bit too salty. the d bolo was a gnocchi dish with veal cheek, oxtail ragu, basil and ricotta. it reminded me of a grown up version of chef boyardee. the risotto came in a little iron ramekin. it had more of a cheesy rice texture instead of the creamy smooth texture that's synonymous with risotto. i also did not see or taste any lobster in it so that was pretty disappointing (i also shared the dish with a couple other people so maybe that's why i didn't get any lobster). the clam chowder had a strong bacon flavor but it was pretty good. i actually really liked the flatbread. it came with sausage, broccoli rabe, fennel and ricotta. some places tend to overcook flatbreads but it came out perfect in my opinion.

we got the tiramisu for dessert and it was amazing. it came with fresh berries and dolce de leche gelato. i'm not sure if the gelato is made in house but it was to die for. 

as for drinks, the whole menu looked pretty good. i got the white peach sangria and it was ok. it tasted like fruit juice. not the best i've ever had. the other drinks on the menu looked pretty good though.

i really liked the ambience of this place. the hotel it's in is really nice. i'd recommend aragosta for a nice date night.",came explor north end get drink appet unfortun patio close host sat us window ocean view nice got salsiccia flatbread clam chowder bolo truffl fri lobster risotto everyth pretti good thought bolo risotto littl bit salti bolo gnocchi dish veal cheek oxtail ragu basil ricotta remind grown version chef boyarde risotto came littl iron ramekin cheesi rice textur instead creami smooth textur that synonym risotto also see tast lobster pretti disappoint also share dish coupl peopl mayb that didnt get lobster clam chowder strong bacon flavor pretti good actual realli like flatbread came sausag broccoli rabe fennel ricotta place tend overcook flatbread came perfect opinion got tiramisu dessert amaz came fresh berri dolc de lech gelato im sure gelato made hous die drink whole menu look pretti good got white peach sangria ok tast like fruit juic best ive ever drink menu look pretti good though realli like ambienc place hotel realli nice id recommend aragosta nice date night
25,wvCUz09fjAAyNacRPUx6Hg,kVI7NL59MPnYTx3Lg6PMTw,1,"my boyfriend and i visited aragosta on friday, may 20th in anticipation of some great oysters in a new restaurant. instead, we encountered poor service, disorganization, warm oysters and a cold atmosphere.

after going up to the bar twice to request water and menus for our table, we were told by our server that they did not have oysters even though the website claims ""every friday is ostrica friday this spring!"" we asked what was being offered in place of the oyster special and the server proceeded to get angry, raise his voice and then blame it on the chef. the server finally asked the manager to come over to our table.
 
we asked the manager the same question and instead of acknowledging that there was an issue, he seemed completely distracted and unapologetic for the confusion. we were then served two rounds of six mediocre oysters. the manager never returned to see how his patrons were faring after the miscommunication. the manager never offered to make amends or account for the poor service. 

to further our disappointment, we were given another party's tab and had to invade a private party downstairs to go to the restroom.

i even attempted to email the restaurant and the manager directly to offer my feedback. no response.
 
none of the above made for a pleasant dining experience.

aragosta needs some major work on all fronts from the management to the staff to the food.

we won't be returning.",boyfriend visit aragosta friday may 20th anticip great oyster new restaur instead encount poor servic disorgan warm oyster cold atmospher go bar twice request water menu tabl told server oyster even though websit claim everi friday ostrica friday spring ask offer place oyster special server proceed get angri rais voic blame chef server final ask manag come tabl ask manag question instead acknowledg issu seem complet distract unapologet confus serv two round six mediocr oyster manag never return see patron fare miscommun manag never offer make amend account poor servic disappoint given anoth parti tab invad privat parti downstair go restroom even attempt email restaur manag directli offer feedback respons none made pleasant dine experi aragosta need major work front manag staff food wont return
26,0MDsqik32Yoirsi84qNOug,_pqPht0BqDsU3Fcla_s7iw,5,"its easy to put fancy ingredients together and put up a novel, if indifferent product; but a simple salad with chicken breast? it takes a perfectionist to make it shine. chef antonio did it. everything perfectly balanced, along with a glass of prosecco(the only prosecco on the menu, and justly so). on a sunny day,  the piano playing, among the trees of winter park, you can be wistful about roma, but not miss it too much.",easi put fanci ingredi togeth put novel indiffer product simpl salad chicken breast take perfectionist make shine chef antonio everyth perfectli balanc along glass proseccoth prosecco menu justli sunni day piano play among tree winter park wist roma miss much
27,etouzESIYezDqzHBz2ErMA,kVI7NL59MPnYTx3Lg6PMTw,1,"we made reservations for aragosta via opentable and saw that there were plenty of openings for a friday night. we got there a few minutes early, and were taken to our table - probably the worst table in the restaurant. we had no view of the ""open kitchen"" and certainly no view of the waterfront - which was the only reason we picked this restaurant to begin with. we asked the hostess for a better table (as most of the restaurant was indeed empty) and were told that the rest of the tables were reserved by other guests. we explained that we thought that was the point of getting a reservation so that we could be one of those other lucky group of guests, but were again turned down. 

this initial attitude spoiled the rest of the dinner. the food was ok (we had the gnocchi / lamb and seared tuna) but certainly wasn't any better than another restaurant on the waterfront where we could have perhaps had an actual waterfront view.

by the way - the prime real estate tables we were denied in the beginning never filled throughout the course of our dinner and remained empty after we left.",made reserv aragosta via opent saw plenti open friday night got minut earli taken tabl probabl worst tabl restaur view open kitchen certainli view waterfront reason pick restaur begin ask hostess better tabl restaur inde empti told rest tabl reserv guest explain thought point get reserv could one lucki group guest turn initi attitud spoil rest dinner food ok gnocchi lamb sear tuna certainli wasnt better anoth restaur waterfront could perhap actual waterfront view way prime real estat tabl deni begin never fill throughout cours dinner remain empti left
28,xCATJXeoHw1QfV_F9pUJ5w,kVI7NL59MPnYTx3Lg6PMTw,3,"i came here to celebrate a friend's birthday. the rigatoni and the lobster tagliatelle were excellent. yum - wellfleet oysters! fantastic little patio view. our server was very professional (though i kind of wanted to shake him a little). must try fire pit reservation next time - i heard you need to reserve close to two weeks in advance! 

the online menu may not be the most updated menu; so prepare yourself and be ready to choose another item.",came celebr friend birthday rigatoni lobster tagliatel excel yum wellfleet oyster fantast littl patio view server profession though kind want shake littl must tri fire pit reserv next time heard need reserv close two week advanc onlin menu may updat menu prepar readi choos anoth item
29,wapFwIHN5jD1qzIWSRgn9A,kVI7NL59MPnYTx3Lg6PMTw,4,"the drinks were inventive and tasty, and they were made to have outside on the patio on a sunny day! the ahi tuna flatbread made for a great lunch...loved the fresh arugula.",drink invent tasti made outsid patio sunni day ahi tuna flatbread made great lunchlov fresh arugula
